CpordID,Wk,CpSales,VidWk,PreVidWk,PostVidWk,FpPriceDiscWk,FpEmailWk,FpCatalogWk,FpHomePgWk,FpCatPgWk,CpPriceDiscWk,CpEmailWk,CpCatalogWk,CpHomePgWk,CpCatPgWk
3622,18,30,1,0,0,0,0,0,0,0,0,0,0,0,0
3622,19,24,1,0,0,0,0,0,0,0,0,0,0,0,0
3622,20,14,1,0,0,0,0,0,0,0,0,0,0,0,0
3622,21,16,1,0,0,0,0,0,0,0,0,0,0,0,0
3627,1,153,1,0,0,0,0,0,0,1,0,0,0,0,0
3627,2,64,1,0,0,0,0,0,0,1,0,0,0,0,0
3627,3,125,1,0,0,0,0,0,0,1,0,0,0,0,0
3627,4,139,1,0,0,0,0,0,1,0,0,0,0,0,0
3627,5,82,1,0,0,0,0,1,1,0,0,0,0,0,0
3627,6,100,1,0,0,0,0,1,0,0,0,0,0,0,0
3627,7,115,1,0,0,0,0,0,0,0,0,0,0,0,0
3627,8,94,1,0,0,0,0,0,0,0,0,0,0,0,0
3627,9,171,1,0,0,0,0,0,0,0,0,0,0,0,0
3627,10,35,1,0,0,0,0,0,0,0,0,0,0,0,0
3627,11,32,1,0,0,0,0,0,0,0,0,0,0,0,0
3627,12,25,1,0,0,0,0,0,0,0,0,0,0,0,0
3627,13,25,1,0,0,1,0,0,0,0,0,0,0,0,0
3627,14,26,1,0,0,0,0,0,1,1,0,0,0,0,0
3627,15,16,1,0,0,0,0,0,1,0,0,0,0,0,0
3627,16,25,1,0,0,0,0,0,1,1,0,0,0,0,0
3627,17,13,1,0,0,0,0,0,1,0,0,0,0,0,0
3627,18,43,1,0,0,0,0,0,0,0,0,0,0,0,0
3627,19,42,1,0,0,0,0,0,0,0,0,0,0,0,0
3627,20,26,1,0,0,0,0,0,0,0,0,0,0,0,0
3627,21,33,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,6,112,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,7,127,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,8,85,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,9,206,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,10,84,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,11,64,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,12,39,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,13,36,1,0,0,1,0,0,0,0,0,0,0,0,0
3628,14,31,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,15,33,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,16,24,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,17,20,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,18,83,1,0,0,0,0,0,0,1,0,0,0,0,0
3628,19,63,1,0,0,0,0,0,0,1,0,0,0,0,0
3628,20,47,1,0,0,0,0,0,0,1,0,0,0,0,0
3628,21,49,1,0,0,1,0,0,0,1,0,0,0,0,0
3628,22,45,1,0,0,0,0,0,0,1,0,0,0,0,0
3628,23,132,1,0,0,0,0,0,0,0,0,0,0,0,0
3628,24,95,1,0,0,0,0,1,0,0,0,0,0,0,0
3628,25,54,1,0,0,0,0,1,0,0,0,0,0,0,0
3628,26,37,1,0,0,1,0,0,1,0,0,0,0,0,0
3628,27,42,1,0,0,1,0,0,0,0,0,0,0,0,0
3674,6,23,1,0,0,0,0,0,0,1,0,0,0,0,0
3674,7,17,1,0,0,0,0,0,0,1,0,0,0,0,0
3674,8,8,1,0,0,0,0,1,1,1,0,0,0,0,0
3674,9,28,1,0,0,0,0,1,1,1,0,0,0,0,0
3674,10,13,1,0,0,0,0,0,0,0,0,0,0,0,0
3674,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0
3674,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0
3674,13,13,1,0,0,1,0,0,0,0,0,0,0,0,0
3674,14,8,1,0,0,0,0,0,1,0,0,0,0,0,0
3721,6,44,1,0,0,0,0,0,0,0,0,0,0,0,0
3721,7,41,1,0,0,0,0,0,0,0,0,0,0,0,0
3721,8,22,1,0,0,0,0,0,0,0,0,0,0,0,0
3721,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0
3721,10,50,1,0,0,0,0,0,1,1,0,0,0,0,0
3721,11,40,1,0,0,0,0,0,1,1,0,0,0,0,0
3721,12,40,1,0,0,0,0,0,1,1,0,0,0,0,0
3721,13,33,1,0,0,1,0,0,0,1,0,0,0,0,0
3721,14,45,1,0,0,1,0,0,0,1,0,0,0,0,0
3721,15,37,1,0,0,1,0,0,0,1,0,0,0,0,0
3721,16,27,1,0,0,1,0,0,0,1,0,0,0,0,0
3721,17,17,1,0,0,1,0,0,0,1,0,0,0,0,0
