ProdID,Wk,Month,Vid ,VidWk,PreVidWk,PostVidWk,Sales,ProdCat,ProdPrice,PriceDiscWk,EmailWk,CatalogWk,HomePgWk,CatPgWk
3946,21,6,1,1,0,0,38,5,19.9,0,0,0,0,0
3948,11,3,1,1,0,0,246,2,24.9,0,0,0,0,0
3948,12,3,1,1,0,0,179,2,24.9,0,0,0,0,0
3948,13,4,1,1,0,0,190,2,24.9,0,0,0,0,0
3948,14,4,1,1,0,0,908,2,24.9,0,0,0,0,0
3948,15,4,1,1,0,0,566,2,24.9,0,0,0,0,0
3948,16,4,1,1,0,0,333,2,24.9,0,0,0,0,0
3950,6,2,1,1,0,0,24,5,16.9,0,0,0,0,0
3950,7,2,1,1,0,0,29,5,16.9,0,0,0,0,0
3950,8,2,1,1,0,0,17,5,16.9,0,0,0,0,0
3950,9,3,1,1,0,0,38,5,16.9,0,0,0,0,0
3950,10,3,1,1,0,0,21,5,16.9,0,0,0,0,0
3950,11,3,1,1,0,0,19,5,16.9,0,0,0,0,0
3950,12,3,1,1,0,0,15,5,16.9,0,0,0,0,0
3950,13,4,1,1,0,0,13,5,16.9,0,0,0,0,0
3950,14,4,1,1,0,0,47,5,16.9,0,0,0,0,0
3950,15,4,1,1,0,0,52,5,16.9,0,0,0,0,0
3950,16,4,1,1,0,0,38,5,16.9,0,0,0,0,0
3952,11,3,1,1,0,0,30,3,39.9,0,0,0,0,0
3952,12,3,1,1,0,0,19,3,39.9,0,0,0,0,0
3952,13,4,1,1,0,0,28,3,39.9,0,0,0,0,0
3952,14,4,1,1,0,0,35,3,39.9,0,0,0,0,0
3952,15,4,1,1,0,0,32,3,39.9,0,0,0,0,0
3952,16,4,1,1,0,0,17,3,39.9,0,0,0,0,0
3952,17,5,1,1,0,0,15,3,39.9,0,0,0,0,0
3952,18,5,1,1,0,0,35,3,39.9,0,0,0,0,0
3952,19,5,1,1,0,0,19,3,39.9,0,0,0,0,0
3952,20,5,1,1,0,0,14,3,39.9,0,0,0,0,0
3952,21,6,1,1,0,0,19,3,39.9,0,0,0,0,0
3956,6,2,1,1,0,0,99,3,32.9,0,0,0,0,0
3956,7,2,1,1,0,0,176,3,32.9,0,0,0,0,0
3956,8,2,1,1,0,0,125,3,32.9,0,0,0,0,0
3956,9,3,1,1,0,0,252,3,32.9,0,0,0,0,0
3956,10,3,1,1,0,0,223,3,32.9,0,0,0,1,0
3956,11,3,1,1,0,0,163,3,32.9,0,0,0,1,0
3956,12,3,1,1,0,0,110,3,32.9,0,0,0,1,0
3956,13,4,1,1,0,0,93,3,32.9,0,0,0,0,0
3956,14,4,1,1,0,0,278,3,32.9,0,0,0,0,0
3956,15,4,1,1,0,0,197,3,32.9,0,0,0,0,0
3956,16,4,1,1,0,0,98,3,32.9,0,0,0,0,0
3992,6,2,1,1,0,0,95,5,19.9,0,0,0,0,0
3992,7,2,1,1,0,0,124,5,19.9,0,0,0,0,0
3992,8,2,1,1,0,0,106,5,19.9,0,0,0,0,0
3992,9,3,1,1,0,0,8,5,19.9,0,0,0,0,0
3992,10,3,1,1,0,0,306,5,19.9,0,0,0,0,0
3992,11,3,1,1,0,0,213,5,19.9,0,0,0,0,0
3992,12,3,1,1,0,0,102,5,19.9,0,0,0,0,0
3992,13,4,1,1,0,0,83,5,19.9,0,0,0,0,0
3992,14,4,1,1,0,0,262,5,19.9,0,0,0,0,0
3992,15,4,1,1,0,0,260,5,19.9,0,0,0,0,0
3992,16,4,1,1,0,0,163,5,19.9,0,0,0,0,0
3997,11,3,1,1,0,0,75,5,24.9,0,0,0,0,0
3997,12,3,1,1,0,0,42,5,24.9,0,0,0,0,0
3997,13,4,1,1,0,0,59,5,24.9,0,0,0,0,0
3997,14,4,1,1,0,0,81,5,24.9,0,0,0,0,0
3997,15,4,1,1,0,0,56,5,24.9,0,0,0,0,0
3997,16,4,1,1,0,0,46,5,24.9,0,0,0,0,0
3997,17,5,1,1,0,0,32,5,24.9,0,0,0,0,0
3997,18,5,1,1,0,0,54,5,24.9,0,0,0,0,0
3997,19,5,1,1,0,0,47,5,24.9,0,0,0,0,0
3997,20,5,1,1,0,0,35,5,24.9,0,0,0,0,0
3997,21,6,1,1,0,0,40,5,24.9,0,0,0,0,0
4002,6,2,1,1,0,0,361,5,12.9,0,0,0,0,0
4002,7,2,1,1,0,0,491,5,12.9,0,0,0,0,0
4002,8,2,1,1,0,0,309,5,12.9,0,0,0,0,0
4002,9,3,1,1,0,0,38,5,12.9,0,0,0,0,0
4002,10,3,1,1,0,0,981,5,12.9,0,0,0,1,1
4002,11,3,1,1,0,0,637,5,12.9,0,0,0,1,1
4002,12,3,1,1,0,0,314,5,12.9,0,0,0,1,1
4002,13,4,1,1,0,0,232,5,12.9,1,0,0,0,1
4002,14,4,1,1,0,0,386,5,12.9,1,0,0,0,1
4002,15,4,1,1,0,0,304,5,12.9,1,0,0,0,1
4002,16,4,1,1,0,0,233,5,12.9,1,0,0,0,1
4002,17,5,1,1,0,0,157,5,12.9,1,0,0,0,1
4002,18,5,1,1,0,0,240,5,12.9,1,0,0,0,1
4002,19,5,1,1,0,0,509,5,12.9,1,0,0,0,1
4002,20,5,1,1,0,0,2385,5,12.9,1,0,0,0,1
4002,21,6,1,1,0,0,851,5,12.9,1,0,0,0,0
4004,1,1,1,1,0,0,107,5,16.9,0,0,0,0,0
4004,2,1,1,1,0,0,96,5,16.9,0,0,0,0,0
4004,3,1,1,1,0,0,155,5,16.9,0,0,0,0,0
4004,4,1,1,1,0,0,210,5,16.9,0,0,0,0,0
4004,5,2,1,1,0,0,126,5,16.9,0,0,0,0,0
4004,6,2,1,1,0,0,176,5,16.9,0,0,0,0,0
4004,7,2,1,1,0,0,213,5,16.9,0,0,0,0,0
4004,8,2,1,1,0,0,156,5,16.9,0,0,0,0,0
4004,9,3,1,1,0,0,89,5,16.9,0,0,0,0,0
4004,10,3,1,1,0,0,185,5,16.9,0,0,0,0,0
4004,11,3,1,1,0,0,160,5,16.9,0,0,0,0,0
4004,12,3,1,1,0,0,104,5,16.9,0,0,0,0,0
4004,13,4,1,1,0,0,98,5,16.9,0,0,0,0,0
4004,14,4,1,1,0,0,170,5,16.9,0,0,0,0,0
4004,15,4,1,1,0,0,149,5,16.9,0,0,0,0,0
4004,16,4,1,1,0,0,119,5,16.9,0,0,0,0,0
4004,17,5,1,1,0,0,71,5,16.9,0,0,0,0,0
4004,18,5,1,1,0,0,65,5,16.9,0,0,0,0,0
4004,19,5,1,1,0,0,76,5,16.9,0,0,0,0,0
4004,20,5,1,1,0,0,59,5,16.9,0,0,0,0,0
4004,21,6,1,1,0,0,55,5,16.9,0,0,0,0,0
4004,22,6,1,1,0,0,54,5,16.9,0,0,0,0,0
4004,23,6,1,1,0,0,168,5,16.9,0,0,0,0,0
4004,24,6,1,1,0,0,131,5,16.9,0,0,0,0,0
4004,25,7,1,1,0,0,198,5,16.9,0,0,0,0,0
4004,26,7,1,1,0,0,197,5,16.9,1,0,0,0,0
4004,27,7,1,1,0,0,199,5,16.9,1,0,0,0,0
4004,28,7,1,1,0,0,149,5,16.9,1,0,0,0,0
4010,6,2,1,1,0,0,652,5,14.9,0,0,0,0,0
4010,7,2,1,1,0,0,1006,5,14.9,0,0,0,0,0
4010,8,2,1,1,0,0,624,5,14.9,0,0,0,0,0
4010,9,3,1,1,0,0,58,5,14.9,0,0,0,0,0
4010,10,3,1,1,0,0,1720,5,14.9,0,0,0,0,0
4010,11,3,1,1,0,0,1299,5,14.9,0,0,0,0,0
4010,12,3,1,1,0,0,650,5,14.9,0,0,0,0,0
4010,13,4,1,1,0,0,433,5,14.9,0,0,0,0,0
4010,14,4,1,1,0,0,1078,5,14.9,0,0,0,0,0
4010,15,4,1,1,0,0,1099,5,14.9,0,0,0,0,0
4010,16,4,1,1,0,0,741,5,14.9,0,0,0,0,0
4011,6,2,1,1,0,0,64,5,19.9,0,0,0,0,0
4011,7,2,1,1,0,0,89,5,19.9,0,0,0,0,0
4011,8,2,1,1,0,0,52,5,19.9,0,0,0,0,0
4011,9,3,1,1,0,0,82,5,19.9,0,0,0,0,0
4011,10,3,1,1,0,0,81,5,19.9,0,0,0,0,0
4011,11,3,1,1,0,0,71,5,19.9,0,0,0,0,0
4011,12,3,1,1,0,0,49,5,19.9,0,0,0,0,0
4011,13,4,1,1,0,0,34,5,19.9,0,0,0,0,0
4011,14,4,1,1,0,0,67,5,19.9,0,0,0,0,0
4011,15,4,1,1,0,0,59,5,19.9,0,0,0,0,0
4011,16,4,1,1,0,0,37,5,19.9,0,0,0,0,0
4018,6,2,1,1,0,0,58,5,19.9,0,0,1,0,0
4018,7,2,1,1,0,0,59,5,19.9,0,0,0,0,0
4018,8,2,1,1,0,0,46,5,19.9,0,0,0,0,0
4018,9,3,1,1,0,0,13,5,19.9,0,0,0,0,0
4018,10,3,1,1,0,0,50,5,19.9,0,0,0,0,0
4018,11,3,1,1,0,0,43,5,19.9,0,0,0,0,0
4018,12,3,1,1,0,0,37,5,19.9,0,0,0,0,0
4018,13,4,1,1,0,0,26,5,19.9,0,0,0,0,0
4018,14,4,1,1,0,0,34,5,19.9,0,0,0,0,0
4018,15,4,1,1,0,0,55,5,19.9,0,0,0,0,0
4018,16,4,1,1,0,0,33,5,19.9,0,0,0,0,0
4020,6,2,1,1,0,0,26,5,16.9,0,0,0,0,0
4020,7,2,1,1,0,0,36,5,16.9,0,0,0,0,0
4020,8,2,1,1,0,0,28,5,16.9,0,0,0,0,0
4020,9,3,1,1,0,0,281,5,16.9,0,0,0,0,0
4020,10,3,1,1,0,0,115,5,16.9,0,0,0,0,0
4020,11,3,1,1,0,0,83,5,16.9,0,0,0,0,0
4020,12,3,1,1,0,0,35,5,16.9,0,0,0,0,0
4020,13,4,1,1,0,0,27,5,16.9,0,0,0,0,0
4020,14,4,1,1,0,0,30,5,16.9,0,0,0,0,0
4020,15,4,1,1,0,0,17,5,16.9,0,0,0,0,0
4020,16,4,1,1,0,0,10,5,16.9,0,0,0,0,0
4021,11,3,1,1,0,0,99,5,19.9,0,0,0,0,0
4021,12,3,1,1,0,0,45,5,19.9,0,0,0,0,0
4021,13,4,1,1,0,0,54,5,19.9,0,0,0,0,0
4021,14,4,1,1,0,0,112,5,19.9,0,0,0,0,0
4021,15,4,1,1,0,0,88,5,19.9,0,0,0,0,0
4021,16,4,1,1,0,0,96,5,19.9,0,0,0,0,0
4021,17,5,1,1,0,0,66,5,19.9,0,0,0,0,0
4021,18,5,1,1,0,0,76,5,19.9,0,0,0,0,0
4021,19,5,1,1,0,0,39,5,19.9,0,0,0,0,0
4021,20,5,1,1,0,0,32,5,19.9,0,0,0,0,0
4021,21,6,1,1,0,0,25,5,19.9,0,0,0,0,0
4025,6,2,1,1,0,0,58,3,24.9,0,0,0,0,0
4025,7,2,1,1,0,0,83,3,24.9,0,0,0,0,0
4025,8,2,1,1,0,0,55,3,24.9,0,0,0,0,0
4025,9,3,1,1,0,0,90,3,24.9,0,0,0,0,0
4025,10,3,1,1,0,0,46,3,24.9,0,0,0,0,0
4025,11,3,1,1,0,0,45,3,24.9,0,0,0,0,0
4025,12,3,1,1,0,0,45,3,24.9,0,0,0,0,0
4025,13,4,1,1,0,0,49,3,24.9,0,0,0,0,0
4025,14,4,1,1,0,0,58,3,24.9,0,0,0,0,0
4025,15,4,1,1,0,0,32,3,24.9,0,0,0,0,0
4025,16,4,1,1,0,0,37,3,24.9,0,0,0,0,0
4033,11,3,1,1,0,0,23,5,16.9,0,0,0,0,0
4033,12,3,1,1,0,0,21,5,16.9,0,0,0,0,0
4033,13,4,1,1,0,0,26,5,16.9,0,0,0,0,0
4033,14,4,1,1,0,0,31,5,16.9,0,0,0,0,0
4033,15,4,1,1,0,0,22,5,16.9,0,0,0,0,0
4033,16,4,1,1,0,0,24,5,16.9,0,0,0,0,0
4033,17,5,1,1,0,0,14,5,16.9,0,0,0,0,0
4033,18,5,1,1,0,0,20,5,16.9,0,0,0,0,0
4033,19,5,1,1,0,0,12,5,16.9,0,0,0,0,0
4033,20,5,1,1,0,0,5,5,16.9,0,0,0,0,0
4033,21,6,1,1,0,0,11,5,16.9,0,0,0,0,0
4041,11,3,1,1,0,0,46,5,16.9,0,0,0,0,0
4041,12,3,1,1,0,0,29,5,16.9,0,0,0,0,0
4041,13,4,1,1,0,0,23,5,16.9,1,0,0,0,0
4041,14,4,1,1,0,0,43,5,16.9,1,0,0,0,0
4041,15,4,1,1,0,0,38,5,16.9,1,0,0,0,0
4041,16,4,1,1,0,0,29,5,16.9,1,0,0,0,0
4041,17,5,1,1,0,0,22,5,16.9,1,0,0,0,0
4041,18,5,1,1,0,0,42,5,16.9,1,0,0,0,0
4041,19,5,1,1,0,0,116,5,16.9,1,0,0,0,0
4041,20,5,1,1,0,0,590,5,16.9,1,0,0,0,0
4041,21,6,1,1,0,0,29,5,16.9,1,0,0,0,0
4047,19,5,1,1,0,0,102,5,16.9,0,0,0,0,0
4047,20,5,1,1,0,0,54,5,16.9,0,0,0,0,0
4047,21,6,1,1,0,0,40,5,16.9,0,0,0,0,0
4047,22,6,1,1,0,0,43,5,16.9,0,0,0,0,0
4047,23,6,1,1,0,0,139,5,16.9,0,0,0,0,0
4047,24,6,1,1,0,0,106,5,16.9,0,0,0,0,0
4047,25,7,1,1,0,0,263,5,16.9,0,0,0,0,0
4047,26,7,1,1,0,0,330,5,16.9,1,0,0,0,0
4047,27,7,1,1,0,0,254,5,16.9,1,0,0,0,0
4050,11,3,1,1,0,0,233,3,32.9,0,0,0,0,0
4050,12,3,1,1,0,0,152,3,32.9,0,0,0,0,0
4050,13,4,1,1,0,0,98,3,32.9,0,0,0,0,0
4050,14,4,1,1,0,0,251,3,32.9,0,0,0,0,0
4050,15,4,1,1,0,0,232,3,32.9,0,0,0,0,0
4050,16,4,1,1,0,0,149,3,32.9,0,0,0,0,0
4050,17,5,1,1,0,0,121,3,32.9,0,0,0,0,0
4050,18,5,1,1,0,0,183,3,32.9,0,0,0,0,0
4050,19,5,1,1,0,0,172,3,32.9,0,0,0,0,0
4050,20,5,1,1,0,0,99,3,32.9,0,0,0,0,0
4050,21,6,1,1,0,0,74,3,32.9,0,0,0,0,0
4051,11,3,1,1,0,0,38,3,32.9,0,0,0,0,0
4051,12,3,1,1,0,0,18,3,32.9,0,0,0,0,0
4051,13,4,1,1,0,0,16,3,32.9,0,0,0,0,0
4051,14,4,1,1,0,0,59,3,32.9,0,0,0,0,0
4051,15,4,1,1,0,0,64,3,32.9,0,0,0,0,0
4051,16,4,1,1,0,0,42,3,32.9,0,0,0,0,0
4051,17,5,1,1,0,0,33,3,32.9,0,0,0,0,0
4051,18,5,1,1,0,0,30,3,32.9,0,0,0,0,0
4051,19,5,1,1,0,0,17,3,32.9,0,0,0,0,0
4051,20,5,1,1,0,0,16,3,32.9,0,0,0,0,0
4051,21,6,1,1,0,0,13,3,32.9,0,0,0,0,0
4053,11,3,1,1,0,0,275,5,19.9,0,0,0,0,0
4053,12,3,1,1,0,0,178,5,19.9,0,0,0,0,0
4053,13,4,1,1,0,0,119,5,19.9,0,0,0,0,0
4053,14,4,1,1,0,0,315,5,19.9,0,0,0,0,0
4053,15,4,1,1,0,0,291,5,19.9,0,0,0,0,0
4053,16,4,1,1,0,0,160,5,19.9,0,0,0,0,0
4053,17,5,1,1,0,0,108,5,19.9,0,0,0,0,0
4053,18,5,1,1,0,0,254,5,19.9,0,0,0,0,0
4053,19,5,1,1,0,0,199,5,19.9,0,0,0,0,0
4053,20,5,1,1,0,0,108,5,19.9,0,0,0,0,0
4053,21,6,1,1,0,0,117,5,19.9,0,0,0,0,0
4057,11,3,1,1,0,0,103,3,22.9,0,0,0,0,0
4057,12,3,1,1,0,0,69,3,22.9,0,0,0,0,0
4057,13,4,1,1,0,0,82,3,22.9,0,0,0,0,0
4057,14,4,1,1,0,0,116,3,22.9,0,0,0,0,0
4057,15,4,1,1,0,0,84,3,22.9,0,0,0,0,0
4057,16,4,1,1,0,0,75,3,22.9,0,0,0,0,0
4057,17,5,1,1,0,0,58,3,22.9,0,0,0,0,0
4057,18,5,1,1,0,0,84,3,22.9,0,0,0,0,0
4057,19,5,1,1,0,0,89,3,22.9,0,0,0,0,0
4057,20,5,1,1,0,0,72,3,22.9,0,0,0,0,0
4057,21,6,1,1,0,0,83,3,22.9,0,0,0,0,1
4060,6,2,1,1,0,0,121,2,12.9,0,0,0,0,0
4060,7,2,1,1,0,0,201,2,12.9,0,0,0,0,0
4060,8,2,1,1,0,0,106,2,12.9,0,0,0,0,0
4060,9,3,1,1,0,0,47,2,12.9,0,0,0,0,0
4060,10,3,1,1,0,0,320,2,12.9,0,0,0,0,0
4060,11,3,1,1,0,0,243,2,12.9,0,0,0,0,0
4060,12,3,1,1,0,0,124,2,12.9,0,0,0,0,0
4060,13,4,1,1,0,0,77,2,12.9,0,0,0,0,0
4060,14,4,1,1,0,0,79,2,12.9,0,0,0,0,0
4060,15,4,1,1,0,0,41,2,12.9,0,0,0,0,0
4060,16,4,1,1,0,0,36,2,12.9,0,0,0,0,0
4061,6,2,1,1,0,0,63,3,24.9,0,0,0,0,0
4061,7,2,1,1,0,0,58,3,24.9,0,0,0,0,0
4061,8,2,1,1,0,0,45,3,24.9,0,0,0,0,0
4061,9,3,1,1,0,0,27,3,24.9,0,0,0,0,0
4061,10,3,1,1,0,0,35,3,24.9,0,0,0,0,0
4061,11,3,1,1,0,0,26,3,24.9,0,0,0,0,0
4061,12,3,1,1,0,0,18,3,24.9,0,0,0,0,0
4061,13,4,1,1,0,0,22,3,24.9,0,0,0,0,0
4061,14,4,1,1,0,0,59,3,24.9,0,0,0,0,0
4061,15,4,1,1,0,0,81,3,24.9,0,0,0,0,0
4061,16,4,1,1,0,0,37,3,24.9,0,0,0,0,0
4064,11,3,1,1,0,0,409,5,16.9,0,0,0,0,0
4064,12,3,1,1,0,0,221,5,16.9,0,0,0,0,0
4064,13,4,1,1,0,0,163,5,16.9,0,0,0,0,0
4064,14,4,1,1,0,0,333,5,16.9,0,0,0,0,0
4064,15,4,1,1,0,0,427,5,16.9,0,0,0,0,0
4064,16,4,1,1,0,0,223,5,16.9,0,0,0,0,0
4064,17,5,1,1,0,0,163,5,16.9,0,0,0,0,0
4064,18,5,1,1,0,0,426,5,16.9,0,0,0,0,1
